id,name,address,city,post_code,gmina,powiat,wojewodztwo
12858,Szkoła Podstawowa Nr 6, ul. Wierzbowa 4,Zawiercie,42-400,m. Zawiercie,zawierciański,śląskie
12859,Szkoła Podstawowa Nr 6, ul. Wilcza 4,Brzeg Dolny,56-120,gm. Brzeg Dolny,wołowski,dolnośląskie
12860,Szkoła Podstawowa Nr 6, ul. bp. Konstantyna Dominika 32,Starogard Gdański,83-200,m. Starogard Gdański,starogardzki,pomorskie
12861,Szkoła Podstawowa Nr 6, ul. Łysogórska 25,Dębica,39-200,m. Dębica,dębicki,podkarpackie
12862,Szkoła Podstawowa Nr 6, ul. Łąkowa 13,Toruń,87-100,m. Toruń,Toruń,kujawsko-pomorskie
12863,Szkoła Podstawowa Nr 6, ul. Śmiechowska 36,Wejherowo,84-200,m. Wejherowo,wejherowski,pomorskie
12864,Szkoła Podstawowa Nr 6, ul. Żołnierzy 80 Pułku Piechoty 5,Mława,06-500,m. Mława,mławski,mazowieckie
12865,Szkoła Podstawowa Nr 6, ul. Żwirki i Wigury 22,Gniezno,62-200,m. Gniezno,gnieźnieński,wielkopolskie
12866,Szkoła Podstawowa Nr 60, Gdańsk ul. Chłopska 64,Gdańsk,80-350,m. Gdańsk,Gdańsk,pomorskie
12867,Szkoła Podstawowa Nr 61, ul. 3 Maja 4,Szczecin,70-214,m. Szczecin,Szczecin,zachodniopomorskie
12868,Szkoła Podstawowa Nr 61, ul. Wacława Popławskiego 17,Kraków,30-818,m. Kraków,Kraków,małopolskie
12869,Szkoła Podstawowa Nr 62, Gdańsk ul. Kępna 38,Gdańsk,80-635,m. Gdańsk,Gdańsk,pomorskie
12870,Szkoła Podstawowa Nr 62, ul. Ćwikłowa 1,Kraków,30-377,m. Kraków,Kraków,małopolskie
12871,Szkoła Podstawowa Nr 63 z Oddziałami Integracyjnymi, ul. Grodzka 23,Szczecin,70-543,m. Szczecin,Szczecin,zachodniopomorskie
12872,Szkoła Podstawowa Nr 64, ul. Sadzawki 1,Kraków,31-465,m. Kraków,Kraków,małopolskie
12873,Szkoła Podstawowa Nr 65, Gdańsk ul. Śluza 6,Gdańsk,80-770,m. Gdańsk,Gdańsk,pomorskie
12874,Szkoła Podstawowa Nr 65, ul. Młodzieży Polskiej 9,Szczecin,70-774,m. Szczecin,Szczecin,zachodniopomorskie
12875,Szkoła Podstawowa Nr 66, ul. Przepiórki 16/18,Warszawa,02-407,Włochy,Warszawa,mazowieckie
12876,Szkoła Podstawowa Nr 67, Gdańsk ul. Żabi Kruk 5,Gdańsk,80-822,m. Gdańsk,Gdańsk,pomorskie
12877,Szkoła Podstawowa Nr 67, ul. Kaczorówka 4,Kraków,31-264,m. Kraków,Kraków,małopolskie
12878,Szkoła Podstawowa Nr 68, ul. Szczęśliwa 28,Wrocław,53-446,m. Wrocław,Wrocław,dolnośląskie
12879,Szkoła Podstawowa Nr 68, ul. Zakole 1a,Szczecin,70-454,m. Szczecin,Szczecin,zachodniopomorskie
12880,Szkoła Podstawowa Nr 69 im. Marii Skłodowskiej-Curie, ul. Wiktorska 73,Warszawa,02-582,Mokotów,Warszawa,mazowieckie
12881,Szkoła Podstawowa Nr 69, Gdańsk ul. Zielony Trójkąt 1,Gdańsk,80-869,m. Gdańsk,Gdańsk,pomorskie
12882,Szkoła Podstawowa Nr 69, ul. Jana Zamoyskiego 2,Szczecin,71-444,m. Szczecin,Szczecin,zachodniopomorskie
12883,Szkoła Podstawowa Nr 7 (WEJŚCIE A), ul. Złotowska 86,Szczecin,71-795,m. Szczecin,Szczecin,zachodniopomorskie
12884,Szkoła Podstawowa Nr 7 (WEJŚCIE A1), ul. Złotowska 86,Szczecin,71-795,m. Szczecin,Szczecin,zachodniopomorskie
12885,Szkoła Podstawowa Nr 7 (WEJŚCIE B), ul. Złotowska 86,Szczecin,71-795,m. Szczecin,Szczecin,zachodniopomorskie
12886,Szkoła Podstawowa Nr 7 (sala gimnastyczna), ul. Polarna 1,Legnica,59-220,m. Legnica,Legnica,dolnośląskie
12887,Szkoła Podstawowa Nr 7 im. Adama Mickiewicza w Kutnie, ul. dr. Antoniego Troczewskiego 2,Kutno,99-300,m. Kutno,kutnowski,łódzkie
12888,Szkoła Podstawowa Nr 7 im. Adama Mickiewicza, ul. Robotnicza 5,Kalisz,62-800,m. Kalisz,Kalisz,wielkopolskie
12889,Szkoła Podstawowa Nr 7 im. Janusza Korczaka w Giżycku (blok A-stołówka szkolna), ul. Wodociągowa 8,Giżycko,11-500,m. Giżycko,giżycki,warmińsko-mazurskie
12890,Szkoła Podstawowa Nr 7 im. Janusza Korczaka w Giżycku (blok B-parter), ul. Wodociągowa 8,Giżycko,11-500,m. Giżycko,giżycki,warmińsko-mazurskie
12891,Szkoła Podstawowa Nr 7 im. L. Kruczkowskiego, ul. Aleja Przyjaciół 42,Olsztyn,10-148,m. Olsztyn,Olsztyn,warmińsko-mazurskie
12892,Szkoła Podstawowa Nr 7 im. Powstańców Śląskich w Tychach, ul. Lwa Tołstoja 1,Tychy,43-100,m. Tychy,Tychy,śląskie
12893,Szkoła Podstawowa Nr 7 im. Stanisława Wyspiańskiego, ul. Pokoju 41,Zabrze,41-800,m. Zabrze,Zabrze,śląskie
12894,Szkoła Podstawowa Nr 7 im. Zofii Kossak, ul. Wyzwolenia 3,Oświęcim,32-600,m. Oświęcim,oświęcimski,małopolskie
12895,Szkoła Podstawowa Nr 7 w Jaśle, ul. św. Jana z Dukli 52,Jasło,38-200,m. Jasło,jasielski,podkarpackie
12896,Szkoła Podstawowa Nr 7 w Zespole Szkolno-Przedszkolnym Nr 11, ul. Tarnogórska 59,Gliwice,44-102,m. Gliwice,Gliwice,śląskie
12897,Szkoła Podstawowa Nr 7 w Łomży, ul. Adama Mickiewicza 6,Łomża,18-400,m. Łomża,Łomża,podlaskie
12898,Szkoła Podstawowa Nr 7 z Oddziałami Dwujęzycznymi, ul. Górnicza 4,Mysłowice,41-400,m. Mysłowice,Mysłowice,śląskie
12899,Szkoła Podstawowa Nr 7 z Oddziałami Dwujęzycznymi, ul. gen. Stefana Grota-Roweckiego 15,Nowy Sącz,33-300,m. Nowy Sącz,Nowy Sącz,małopolskie
12900,Szkoła Podstawowa Nr 7 z Oddziałami Integracyjnymi w Zamościu, ul. Henryka Sienkiewicza 5,Zamość,22-400,m. Zamość,Zamość,lubelskie
12901,Szkoła Podstawowa Nr 7, pl. Plac Majdanek 13,Stargard,73-110,m. Stargard,stargardzki,zachodniopomorskie
12902,Szkoła Podstawowa Nr 7, ul. 1 Maja 173,Ruda Śląska,41-710,m. Ruda Śląska,Ruda Śląska,śląskie
12903,Szkoła Podstawowa Nr 7, ul. Aleja Armii Krajowej 3,Świdnik,21-040,m. Świdnik,świdnicki,lubelskie
12904,Szkoła Podstawowa Nr 7, ul. Bema 30,Ostrów Wielkopolski,63-400,m. Ostrów Wielkopolski,ostrowski,wielkopolskie
12905,Szkoła Podstawowa Nr 7, ul. Bielska 247,Cieszyn,43-400,m. Cieszyn,cieszyński,śląskie
12906,Szkoła Podstawowa Nr 7, ul. Cyrhla 57,Zakopane,34-500,m. Zakopane,tatrzański,małopolskie
12907,Szkoła Podstawowa Nr 7, ul. Franklina Roosevelta 2,Żyrardów,96-300,m. Żyrardów,żyrardowski,mazowieckie
12908,Szkoła Podstawowa Nr 7, ul. Grunwaldzka 7,Mielec,39-300,m. Mielec,mielecki,podkarpackie
12909,Szkoła Podstawowa Nr 7, ul. Gustawa Morcinka 13,Toruń,87-100,m. Toruń,Toruń,kujawsko-pomorskie
12910,Szkoła Podstawowa Nr 7, ul. Henryka Sienkiewicza 215,Tarnobrzeg,39-400,m. Tarnobrzeg,Tarnobrzeg,podkarpackie
12911,Szkoła Podstawowa Nr 7, ul. Krakowska 1,Szczecinek,78-400,m. Szczecinek,szczecinecki,zachodniopomorskie
12912,Szkoła Podstawowa Nr 7, ul. Majowa 267,Otwock,05-400,m. Otwock,otwocki,mazowieckie
12913,Szkoła Podstawowa Nr 7, ul. Mickiewicza 6,Świecie,86-100,gm. Świecie,świecki,kujawsko-pomorskie
12914,Szkoła Podstawowa Nr 7, ul. Oświatowa 55,Zawiercie,42-400,m. Zawiercie,zawierciański,śląskie
12915,Szkoła Podstawowa Nr 7, ul. Poprzeczna 6,Wołomin,05-200,gm. Wołomin,wołomiński,mazowieckie
12916,Szkoła Podstawowa Nr 7, ul. Stanisława Wojciechowskiego 50,Szczecin,71-476,m. Szczecin,Szczecin,zachodniopomorskie
12917,Szkoła Podstawowa Nr 7, ul. Starowiejska 23,Siedlce,08-110,m. Siedlce,Siedlce,mazowieckie
12918,Szkoła Podstawowa Nr 7, ul. Stefana Batorego 29,Rumia,84-230,m. Rumia,wejherowski,pomorskie
12919,Szkoła Podstawowa Nr 7, ul. Stoczniowców 15A,Tczew,83-110,m. Tczew,tczewski,pomorskie
12920,Szkoła Podstawowa Nr 7, ul. Sudecka 53,Jelenia Góra,58-500,m. Jelenia Góra,Jelenia Góra,dolnośląskie
12921,Szkoła Podstawowa Nr 7, ul. Wiatrakowa 18,Białystok,15-827,m. Białystok,Białystok,podlaskie
12922,Szkoła Podstawowa Nr 7, ul. Wojska Polskiego 36,Koszalin,75-712,m. Koszalin,Koszalin,zachodniopomorskie
12923,Szkoła Podstawowa Nr 7, ul. Włodzimierza Gniazdowskiego 7,Włocławek,87-800,m. Włocławek,Włocławek,kujawsko-pomorskie
12924,Szkoła Podstawowa Nr 7, ul. gen. Józefa Bema 66,Toruń,87-100,m. Toruń,Toruń,kujawsko-pomorskie
12925,Szkoła Podstawowa Nr 7, ul. Ławczana 12,Jaworzno,43-600,m. Jaworzno,Jaworzno,śląskie
12926,Szkoła Podstawowa Nr 7, ul. Św. Maksymiliana Kolbe 30,Skierniewice,96-100,m. Skierniewice,Skierniewice,łódzkie
12927,Szkoła Podstawowa Nr 7 wejście C , ul. Romualda Minkiewicza 50,Suwałki,16-400,m. Suwałki,Suwałki,podlaskie
12928,Szkoła Podstawowa Nr 70 z Oddziałami Integracyjnymi im. Bohaterów Monte Cassino, ul. Giordana Bruna 11,Warszawa,02-594,Mokotów,Warszawa,mazowieckie
12929,Szkoła Podstawowa Nr 71, ul. Bośniacka 7,Szczecin,70-842,m. Szczecin,Szczecin,zachodniopomorskie
12930,Szkoła Podstawowa Nr 72, al. Aleja Modrzewiowa 23,Kraków,30-224,m. Kraków,Kraków,małopolskie
12931,Szkoła Podstawowa Nr 74, ul. Branicka 26,Kraków,31-985,m. Kraków,Kraków,małopolskie
12932,Szkoła Podstawowa Nr 74, ul. Seledynowa 50,Szczecin,70-781,m. Szczecin,Szczecin,zachodniopomorskie
12933,Szkoła Podstawowa Nr 77, Gdańsk ul. Orłowska 13,Gdańsk,80-347,m. Gdańsk,Gdańsk,pomorskie
12934,Szkoła Podstawowa Nr 78, ul. Jaskrowa 5,Kraków,31-990,m. Kraków,Kraków,małopolskie
12935,Szkoła Podstawowa Nr 79, Gdańsk ul. Kołobrzeska 49,Gdańsk,80-391,m. Gdańsk,Gdańsk,pomorskie
12936,Szkoła Podstawowa Nr 8 im. 4. Kujawskiego Pułku Artylerii Lekkiej, ul. Władysława Łokietka 3,Inowrocław,88-100,m. Inowrocław,inowrocławski,kujawsko-pomorskie
12937,Szkoła Podstawowa Nr 8 im. Bohaterów Westerplatte, ul. Serbinowska 22a,Kalisz,62-800,m. Kalisz,Kalisz,wielkopolskie
12938,Szkoła Podstawowa Nr 8 im. Jana III Sobieskiego, ul. Wiśniowa 9,Świętochłowice,41-600,m. Świętochłowice,Świętochłowice,śląskie
12939,Szkoła Podstawowa Nr 8 im. K. K. Baczyńskiego, ul. Bitwy pod Studziankami Nr 5,Tarnów,33-100,m. Tarnów,Tarnów,małopolskie
12940,Szkoła Podstawowa Nr 8 im. Władysława Broniewskiego, ul. Obrońców Pokoju 44,Pruszków,05-800,m. Pruszków,pruszkowski,mazowieckie
12941,Szkoła Podstawowa Nr 8 w Chrzanowie, ul. Pogorska 8c,Chrzanów,32-500,gm. Chrzanów,chrzanowski,małopolskie
12942,Szkoła Podstawowa Nr 8 w Trzebini, os. Osiedle Widokowe 21,Trzebinia,32-540,gm. Trzebinia,chrzanowski,małopolskie
12943,Szkoła Podstawowa Nr 8 z Oddziałami Integracyjnymi, al. Aleje Stefana Batorego 76,Nowy Sącz,33-300,m. Nowy Sącz,Nowy Sącz,małopolskie
12944,Szkoła Podstawowa Nr 8 z UJN, ul. Leśna 1,Bartoszyce,11-200,m. Bartoszyce,bartoszycki,warmińsko-mazurskie
12945,Szkoła Podstawowa Nr 8, al. Aleja Jana Pawła II 8,Świecie,86-105,gm. Świecie,świecki,kujawsko-pomorskie
12946,Szkoła Podstawowa Nr 8, os. osiedle Dolnośląskie 112A,Bełchatów,97-400,m. Bełchatów,bełchatowski,łódzkie
12947,Szkoła Podstawowa Nr 8, pl. Plac Skrzeka i Wójcika 4,Siemianowice Śląskie,41-106,m. Siemianowice Śląskie,Siemianowice Śląskie,śląskie
12948,Szkoła Podstawowa Nr 8, ul. Aleja Jana Pawła II 10,Starogard Gdański,83-200,m. Starogard Gdański,starogardzki,pomorskie
12949,Szkoła Podstawowa Nr 8, ul. Armii Krajowej 70,Tczew,83-110,m. Tczew,tczewski,pomorskie
12950,Szkoła Podstawowa Nr 8, ul. Bolesława Leśmiana 1,Zgierz,95-100,m. Zgierz,zgierski,łódzkie
12951,Szkoła Podstawowa Nr 8, ul. Brodnicka 10,Szczecin,71-044,m. Szczecin,Szczecin,zachodniopomorskie
12952,Szkoła Podstawowa Nr 8, ul. Emilii Plater 13,Lębork,84-300,m. Lębork,lęborski,pomorskie
12953,Szkoła Podstawowa Nr 8, ul. Główna 1,Ruda Śląska,41-710,m. Ruda Śląska,Ruda Śląska,śląskie
12954,Szkoła Podstawowa Nr 8, ul. Ignacego Paderewskiego 13,Jelenia Góra,58-506,m. Jelenia Góra,Jelenia Góra,dolnośląskie
12955,Szkoła Podstawowa Nr 8, ul. Ignacego Łyskowskiego 28,Toruń,87-100,m. Toruń,Toruń,kujawsko-pomorskie
12956,Szkoła Podstawowa Nr 8, ul. Jana III Sobieskiego 5,Sanok,38-500,m. Sanok,sanocki,podkarpackie
12957,Szkoła Podstawowa Nr 8, ul. Jesienna 8,Białystok,15-151,m. Białystok,Białystok,podlaskie
12958,Szkoła Podstawowa Nr 8, ul. Mikołaja z Ryńska 6,Grudziądz,86-300,m. Grudziądz,Grudziądz,kujawsko-pomorskie
12959,Szkoła Podstawowa Nr 8, ul. Mireckiego 10,Lębork,84-300,m. Lębork,lęborski,pomorskie
12960,Szkoła Podstawowa Nr 8, ul. Pawła Cymsa 14,Gniezno,62-200,m. Gniezno,gnieźnieński,wielkopolskie
12961,Szkoła Podstawowa Nr 8, ul. Pescantina 2,Siedlce,08-110,m. Siedlce,Siedlce,mazowieckie
12962,Szkoła Podstawowa Nr 8, ul. Piętaka Stanisława 53,Tarnobrzeg,39-400,m. Tarnobrzeg,Tarnobrzeg,podkarpackie
12963,Szkoła Podstawowa Nr 8, ul. Podjazdowa 21,Skarżysko-Kamienna,26-110,m. Skarżysko-Kamienna,skarżyski,świętokrzyskie
12964,Szkoła Podstawowa Nr 8, ul. Rodziewiczówny 10,Rumia,84-230,m. Rumia,wejherowski,pomorskie
12965,Szkoła Podstawowa Nr 8, ul. Romualda Traugutta 16,Stargard,73-110,m. Stargard,stargardzki,zachodniopomorskie
12966,Szkoła Podstawowa Nr 8, ul. Spacerowa 6,Gliwice,44-141,m. Gliwice,Gliwice,śląskie
12967,Szkoła Podstawowa Nr 8, ul. Spółdzielcza 9,Jaworzno,43-600,m. Jaworzno,Jaworzno,śląskie
12968,Szkoła Podstawowa Nr 8, ul. Stefana Żeromskiego 235,Otwock,05-400,m. Otwock,otwocki,mazowieckie
12969,Szkoła Podstawowa Nr 8, ul. Stolarska 21/27,Tomaszów Mazowiecki,97-200,m. Tomaszów Mazowiecki,tomaszowski,łódzkie
12970,Szkoła Podstawowa Nr 8, ul. Szańcowa 2,Elbląg,82-300,m. Elbląg,Elbląg,warmińsko-mazurskie
12971,Szkoła Podstawowa Nr 8, ul. Tadeusza Boya-Żeleńskiego 4,Zgierz,95-100,m. Zgierz,zgierski,łódzkie
12972,Szkoła Podstawowa Nr 8, ul. Teatralna 8,Sosnowiec,41-200,m. Sosnowiec,Sosnowiec,śląskie
12973,Szkoła Podstawowa Nr 8, ul. Wielopolska 162,Dębica,39-200,m. Dębica,dębicki,podkarpackie
12974,Szkoła Podstawowa Nr 8, ul. Wincentego Janasa 11,Tarnowskie Góry,42-612,m. Tarnowskie Góry,tarnogórski,śląskie
12975,Szkoła Podstawowa Nr 80, os. Osiedle Na Skarpie 8,Kraków,31-909,m. Kraków,Kraków,małopolskie
12976,Szkoła Podstawowa Nr 81, Gdańsk ul. prof. Michała Siedleckiego 14,Gdańsk,80-299,m. Gdańsk,Gdańsk,pomorskie
12977,Szkoła Podstawowa Nr 81, ul. Jastrzębia 26,Wrocław,53-148,m. Wrocław,Wrocław,dolnośląskie
12978,Szkoła Podstawowa Nr 82, Gdańsk ul. Radarowa 26,Gdańsk,80-298,m. Gdańsk,Gdańsk,pomorskie
12979,Szkoła Podstawowa Nr 82, os. Osiedle Kalinowe 17,Kraków,31-814,m. Kraków,Kraków,małopolskie
12980,Szkoła Podstawowa Nr 82, ul. Stanisława Konarskiego 20,Warszawa,01-464,Bemowo,Warszawa,mazowieckie
12981,Szkoła Podstawowa Nr 83, Gdańsk ul. Stokłosy 1,Gdańsk,80-298,m. Gdańsk,Gdańsk,pomorskie
12982,Szkoła Podstawowa Nr 83, al. Tadeusza Boya-Żeleńskiego 32,Wrocław,51-160,m. Wrocław,Wrocław,dolnośląskie
12983,Szkoła Podstawowa Nr 83, ul. Stanisława Przybyszewskiego 59,Wrocław,51-151,m. Wrocław,Wrocław,dolnośląskie
12984,Szkoła Podstawowa Nr 84 im. Waleriana Łukasińskiego, ul. Radzymińska 227,Warszawa,03-611,Targówek,Warszawa,mazowieckie
12985,Szkoła Podstawowa Nr 84, Gdańsk ul. Otomińska 72,Gdańsk,80-178,m. Gdańsk,Gdańsk,pomorskie
12986,Szkoła Podstawowa Nr 85 im. Benito Juareza, ul. Ludwika Narbutta 14,Warszawa,02-541,Mokotów,Warszawa,mazowieckie
12987,Szkoła Podstawowa Nr 85, Gdańsk ul. Stolema 59,Gdańsk,80-177,m. Gdańsk,Gdańsk,pomorskie
12988,Szkoła Podstawowa Nr 85, os. Osiedle Złotego Wieku 4,Kraków,31-615,m. Kraków,Kraków,małopolskie
12989,Szkoła Podstawowa Nr 86, Gdańsk ul. Wielkopolska 20,Gdańsk,80-180,m. Gdańsk,Gdańsk,pomorskie
12990,Szkoła Podstawowa Nr 86, os. Osiedle Jagiellońskie 18,Kraków,31-833,m. Kraków,Kraków,małopolskie
12991,Szkoła Podstawowa Nr 86, ul. Koryncka 33,Warszawa,04-686,Wawer,Warszawa,mazowieckie
12992,Szkoła Podstawowa Nr 88, Gdańsk ul. Mieczysława Boguckiego 44,Gdańsk,80-690,m. Gdańsk,Gdańsk,pomorskie
12993,Szkoła Podstawowa Nr 88, os. Osiedle Szklane Domy 2,Kraków,31-972,m. Kraków,Kraków,małopolskie
12994,Szkoła Podstawowa Nr 88, ul. Radarowa 4B,Warszawa,02-137,Włochy,Warszawa,mazowieckie
12995,Szkoła Podstawowa Nr 89, Gdańsk ul. Szyprów 3,Gdańsk,80-335,m. Gdańsk,Gdańsk,pomorskie
12996,Szkoła Podstawowa Nr 89, os. Osiedle Piastów 34a,Kraków,31-624,m. Kraków,Kraków,małopolskie
12997,Szkoła Podstawowa Nr 9 (sala gimnastyczna), ul. Forteczna 29,Grudziądz,86-300,m. Grudziądz,Grudziądz,kujawsko-pomorskie
12998,Szkoła Podstawowa Nr 9 im. 25 Dywizji Piechoty Ziemi Kaliskiej, ul. Żwirki i Wigury 13,Kalisz,62-800,m. Kalisz,Kalisz,wielkopolskie
12999,Szkoła Podstawowa Nr 9 im. Marii Skłodowskiej-Curie, ul. Mostowa 6,Pruszków,05-800,m. Pruszków,pruszkowski,mazowieckie
13000,Szkoła Podstawowa Nr 9 im. Orląt Lwowskich, ul. Marii Dąbrowskiej Nr 6,Tarnów,33-100,m. Tarnów,Tarnów,małopolskie
13001,Szkoła Podstawowa Nr 9 im. Orędowników Pokoju, ul. Budowlanych 68,Oświęcim,32-600,m. Oświęcim,oświęcimski,małopolskie
13002,Szkoła Podstawowa Nr 9 im. Wł. Jagiełły w Kutnie, ul. Władysława Jagiełły 6,Kutno,99-300,m. Kutno,kutnowski,łódzkie
13003,Szkoła Podstawowa Nr 9 im. Władysława Łokietka, ul. Władysława Łokietka 55,Sieradz,98-200,m. Sieradz,sieradzki,łódzkie
13004,Szkoła Podstawowa Nr 9 w Starachowicach, ul. Oświatowa 5,Starachowice,27-200,m. Starachowice,starachowicki,świętokrzyskie
13005,Szkoła Podstawowa Nr 9 w Zamościu, ul. Kalinowa 5a,Zamość,22-400,m. Zamość,Zamość,lubelskie
13006,Szkoła Podstawowa Nr 9 w Łomży, ul. Księżnej Anny 18,Łomża,18-400,m. Łomża,Łomża,podlaskie
13007,Szkoła Podstawowa Nr 9 z Oddziałami Przedszkolnymi im. Marii Skłodowskiej-Curie, ul. Chemiczna 9,Inowrocław,88-100,m. Inowrocław,inowrocławski,kujawsko-pomorskie
13008,Szkoła Podstawowa Nr 9 (łącznik z salą gimnastyczną-wejście od ul. Broniewskiego) , ul. Asnyka 26,Ostrów Wielkopolski,63-400,m. Ostrów Wielkopolski,ostrowski,wielkopolskie
13009,Szkoła Podstawowa Nr 9 hol (parter) , ul. Ludwika Zamenhofa 14,Olsztyn,10-280,m. Olsztyn,Olsztyn,warmińsko-mazurskie
13010,Szkoła Podstawowa Nr 9, os. Osiedle 1000-lecia PP 15,Wejherowo,84-200,m. Wejherowo,wejherowski,pomorskie
